Athlete;Age;Year;Closing Ceremony Date;Gold Medals;Silver Medals;Bronze Medals
Caroline Ouellette;26;2006;02/26/2006;1;0;0
Samuel Påhlsson;28;2006;02/26/2006;1;0;0
Sarah Parsons;18;2006;02/26/2006;0;0;1
Ville Peltonen;32;2006;02/26/2006;0;1;0
Cherie Piper;24;2006;02/26/2006;1;0;0
Cheryl Pounder;29;2006;02/26/2006;1;0;0
Václav Prospal;30;2006;02/26/2006;0;0;1
Helen Resor;20;2006;02/26/2006;0;0;1
Maria Rooth;26;2006;02/26/2006;0;1;0
Martin Rucinský;34;2006;02/26/2006;0;0;1
Angela Ruggiero;26;2006;02/26/2006;0;0;1
Danijela Rundqvist;21;2006;02/26/2006;0;1;0
Jarkko Ruutu;30;2006;02/26/2006;0;1;0
Sami Salo;31;2006;02/26/2006;0;1;0
Mikael Samuelsson;29;2006;02/26/2006;1;0;0
Jenny Schmidgall-Potter;27;2006;02/26/2006;0;0;1
Daniel Sedin;25;2006;02/26/2006;1;0;0
Henrik Sedin;25;2006;02/26/2006;1;0;0
Teemu Selänne;35;2006;02/26/2006;0;1;0
Therese Sjölander;24;2006;02/26/2006;0;1;0
Colleen Sostorics;26;2006;02/26/2006;1;0;0
Jaroslav Špacek;32;2006;02/26/2006;0;0;1
Kim St-Pierre;27;2006;02/26/2006;1;0;0
Kelly Stephens;22;2006;02/26/2006;0;0;1
Martin Straka;33;2006;02/26/2006;0;0;1
Mats Sundin;35;2006;02/26/2006;1;0;0
Ronnie Sundin;35;2006;02/26/2006;1;0;0
Vicky Sunohara;35;2006;02/26/2006;1;0;0
Mikael Tellqvist;26;2006;02/26/2006;1;0;0
Katarina Timglas;20;2006;02/26/2006;0;1;0
Kimmo Timonen;30;2006;02/26/2006;0;1;0
Daniel Tjärnqvist;29;2006;02/26/2006;1;0;0
Sarah Vaillancourt;20;2006;02/26/2006;1;0;0
Anna Vikman;25;2006;02/26/2006;0;1;0
Tomáš Vokoun;29;2006;02/26/2006;0;0;1
David Výborný;31;2006;02/26/2006;0;0;1
Lyndsay Wall;20;2006;02/26/2006;0;0;1
Katie Weatherston;22;2006;02/26/2006;1;0;0
Krissy Wendell;24;2006;02/26/2006;0;0;1
Hayley Wickenheiser;27;2006;02/26/2006;1;0;0
Pernilla Winberg;16;2006;02/26/2006;0;1;0
Henrik Zetterberg;25;2006;02/26/2006;1;0;0
Marek Židlický;29;2006;02/26/2006;0;0;1
Maksim Afinogenov;22;2002;02/24/2002;0;0;1
Annica Åhlén;27;2002;02/24/2002;0;0;1
Lotta Almblad;29;2002;02/24/2002;0;0;1
Tony Amonte;31;2002;02/24/2002;0;1;0
Anna Andersson;20;2002;02/24/2002;0;0;1
Gunilla Andersson;26;2002;02/24/2002;0;0;1
Dana Antal;24;2002;02/24/2002;1;0;0
Chris Bailey;30;2002;02/24/2002;0;1;0
Laurie Baker;25;2002;02/24/2002;0;1;0
Tom Barrasso;36;2002;02/24/2002;0;1;0
Kelly Béchard;24;2002;02/24/2002;1;0;0
Emelie Berggren;19;2002;02/24/2002;0;0;1
Kristina Bergstrand;38;2002;02/24/2002;0;0;1
Rob Blake;32;2002;02/24/2002;1;0;0
Jennifer Botterill;22;2002;02/24/2002;1;0;0
Eric Brewer;22;2002;02/24/2002;1;0;0
Thérèse Brisson;35;2002;02/24/2002;1;0;0
Martin Brodeur;29;2002;02/24/2002;1;0;0
Pavel Bure;30;2002;02/24/2002;0;0;1
Valery Bure;27;2002;02/24/2002;0;0;1
Karyn Bye;30;2002;02/24/2002;0;1;0
Cassie Campbell;28;2002;02/24/2002;1;0;0
Isabelle Chartrand;23;2002;02/24/2002;1;0;0
Chris Chelios;40;2002;02/24/2002;0;1;0
Julie Chu;19;2002;02/24/2002;0;1;0
Natalie Darwitz;18;2002;02/24/2002;0;1;0
Pavel Datsyuk;23;2002;02/24/2002;0;0;1
Adam Deadmarsh;26;2002;02/24/2002;0;1;0
Sara DeCosta;24;2002;02/24/2002;0;1;0
Chris Drury;25;2002;02/24/2002;0;1;0
Mike Dunham;29;2002;02/24/2002;0;1;0
Tricia Dunn-Luoma;27;2002;02/24/2002;0;1;0
Lori Dupuis;29;2002;02/24/2002;1;0;0
Ann-Louise Edstrand;26;2002;02/24/2002;0;0;1
Joa Elfsberg;22;2002;02/24/2002;0;0;1
Theo Fleury;33;2002;02/24/2002;1;0;0
Adam Foote;30;2002;02/24/2002;1;0;0
Sergey Fyodorov;32;2002;02/24/2002;0;0;1
Simon Gagné;21;2002;02/24/2002;1;0;0
Sergey Gonchar;27;2002;02/24/2002;0;0;1
Danielle Goyette;36;2002;02/24/2002;1;0;0
Cammi Granato;30;2002;02/24/2002;0;1;0
Bill Guerin;31;2002;02/24/2002;0;1;0
Geraldine Heaney;34;2002;02/24/2002;1;0;0
Jayna Hefford;24;2002;02/24/2002;1;0;0
Erika Holst;22;2002;02/24/2002;0;0;1
Phil Housley;37;2002;02/24/2002;0;1;0
Brett Hull;37;2002;02/24/2002;0;1;0
Jarome Iginla;24;2002;02/24/2002;1;0;0
Nanna Jansson;18;2002;02/24/2002;0;0;1
Curtis Joseph;34;2002;02/24/2002;1;0;0
Ed Jovanovski;25;2002;02/24/2002;1;0;0
Paul Kariya;27;2002;02/24/2002;1;0;0
Darius Kasparaitis;29;2002;02/24/2002;0;0;1
Becky Kellar;27;2002;02/24/2002;1;0;0
Courtney Kennedy;22;2002;02/24/2002;0;1;0
Nikolay Khabibulin;29;2002;02/24/2002;0;0;1
Andrea Kilbourne;21;2002;02/24/2002;0;1;0
Katie King;26;2002;02/24/2002;0;1;0
Ilya Kovalchuk;18;2002;02/24/2002;0;0;1
Aleksey Kovalyov;28;2002;02/24/2002;0;0;1
Igor Kravchuk;35;2002;02/24/2002;0;0;1
Oleg Kvasha;23;2002;02/24/2002;0;0;1
Igor Larionov;41;2002;02/24/2002;0;0;1
Maria Larsson;22;2002;02/24/2002;0;0;1
John LeClair;32;2002;02/24/2002;0;1;0
Brian Leetch;33;2002;02/24/2002;0;1;0
Mario Lemieux;36;2002;02/24/2002;1;0;0
Ylva Lindberg;25;2002;02/24/2002;0;0;1
Eric Lindros;28;2002;02/24/2002;1;0;0
Ulrica Lindström;22;2002;02/24/2002;0;0;1
Shelley Looney;30;2002;02/24/2002;0;1;0
Al MacInnis;38;2002;02/24/2002;1;0;0
Vladimir Malakhov;33;2002;02/24/2002;0;0;1
Danny Markov;25;2002;02/24/2002;0;0;1
Kim Martin;15;2002;02/24/2002;0;0;1
Sue Merz;29;2002;02/24/2002;0;1;0
Aaron Miller;30;2002;02/24/2002;0;1;0
Boris Mironov;29;2002;02/24/2002;0;0;1
A. J. Mleczko;26;2002;02/24/2002;0;1;0
Mike Modano;31;2002;02/24/2002;0;1;0
Tara Mounsey;23;2002;02/24/2002;0;1;0
Scott Niedermayer;28;2002;02/24/2002;1;0;0
Joe Nieuwendyk;35;2002;02/24/2002;1;0;0
Andrey Nikolishin;28;2002;02/24/2002;0;0;1
Owen Nolan;29;2002;02/24/2002;1;0;0
Caroline Ouellette;22;2002;02/24/2002;1;0;0
Mike Peca;27;2002;02/24/2002;1;0;0
Josefin Pettersson;18;2002;02/24/2002;0;0;1
Cherie Piper;20;2002;02/24/2002;1;0;0
Tom Poti;24;2002;02/24/2002;0;1;0
Cheryl Pounder;25;2002;02/24/2002;1;0;0
Chris Pronger;27;2002;02/24/2002;1;0;0
Brian Rafalski;28;2002;02/24/2002;0;1;0
Mike Richter;35;2002;02/24/2002;0;1;0
Jeremy Roenick;32;2002;02/24/2002;0;1;0
Brian Rolston;28;2002;02/24/2002;0;1;0
Maria Rooth;22;2002;02/24/2002;0;0;1
Angela Ruggiero;22;2002;02/24/2002;0;1;0
Danijela Rundqvist;17;2002;02/24/2002;0;0;1
Joe Sakic;32;2002;02/24/2002;1;0;0
Sergey Samsonov;23;2002;02/24/2002;0;0;1
Evelina Samuelsson;17;2002;02/24/2002;0;0;1
Jenny Schmidgall-Potter;23;2002;02/24/2002;0;1;0
Brendan Shanahan;33;2002;02/24/2002;1;0;0
Tammy Lee Shewchuk;24;2002;02/24/2002;1;0;0
Therese Sjölander;20;2002;02/24/2002;0;0;1
Sami Jo Small;25;2002;02/24/2002;1;0;0
Ryan Smyth;25;2002;02/24/2002;1;0;0
Colleen Sostorics;22;2002;02/24/2002;1;0;0
Kim St-Pierre;23;2002;02/24/2002;1;0;0
Vicky Sunohara;31;2002;02/24/2002;1;0;0
Gary Suter;37;2002;02/24/2002;0;1;0
Keith Tkachuk;29;2002;02/24/2002;0;1;0
Sarah Tueting;25;2002;02/24/2002;0;1;0
Oleg Tverdovsky;25;2002;02/24/2002;0;0;1
Anna Vikman;21;2002;02/24/2002;0;0;1
Lyndsay Wall;16;2002;02/24/2002;0;1;0
Doug Weight;31;2002;02/24/2002;0;1;0
Krissy Wendell;20;2002;02/24/2002;0;1;0
Hayley Wickenheiser;23;2002;02/24/2002;1;0;0
Aleksey Yashin;28;2002;02/24/2002;0;0;1
Mike York;24;2002;02/24/2002;0;1;0
Scott Young;34;2002;02/24/2002;0;1;0
Steve Yzerman;36;2002;02/24/2002;1;0;0
Aleksey Zhamnov;31;2002;02/24/2002;0;0;1
;;2012;08/12/2012;0;1;0
;;2012;08/12/2012;0;1;0
Marilyn Agliotti;33;2012;08/12/2012;1;0;0
Lucha Aymar;34;2012;08/12/2012;0;1;0
Sander Baart;24;2012;08/12/2012;0;1;0
Billy Bakker;23;2012;08/12/2012;0;1;0
Marcel Balkestein;31;2012;08/12/2012;0;1;0
Ashleigh Ball;26;2012;08/12/2012;0;0;1
Noel Barrionuevo;28;2012;08/12/2012;0;1;0
Laura Bartlett;24;2012;08/12/2012;0;0;1
Nathan Burgers;33;2012;08/12/2012;0;0;1
Matthew Butturini;24;2012;08/12/2012;0;0;1
Joel Carroll;25;2012;08/12/2012;0;0;1
Martina Cavallero;22;2012;08/12/2012;0;1;0
Chris Ciriello;26;2012;08/12/2012;0;0;1
Crista Cullen;26;2012;08/12/2012;0;0;1
Silvina D'Elia;26;2012;08/12/2012;0;1;0
Alex Danson;27;2012;08/12/2012;0;0;1
Merel de Blaey;25;2012;08/12/2012;1;0;0
Eva de Goede;23;2012;08/12/2012;1;0;0
Teun de Nooijer;36;2012;08/12/2012;0;1;0
Bob de Voogd;23;2012;08/12/2012;0;1;0
Sander de Wijn;22;2012;08/12/2012;0;1;0
Liam De Young;30;2012;08/12/2012;0;0;1
Timothy Deavin;28;2012;08/12/2012;0;0;1
Oskar Deecke;26;2012;08/12/2012;1;0;0
Carlien Dirkse van den Heuvel;25;2012;08/12/2012;1;0;0
Jamie Dwyer;33;2012;08/12/2012;0;0;1
Floris Evers;29;2012;08/12/2012;0;1;0
Russell Ford;28;2012;08/12/2012;0;0;1
Florian Fuchs;20;2012;08/12/2012;1;0;0
Moritz Fürste;27;2012;08/12/2012;1;0;0
Maartje Goderie;28;2012;08/12/2012;1;0;0
Matt Gohdes;22;2012;08/12/2012;0;0;1
Kieran Govers;24;2012;08/12/2012;0;0;1
Florencia Habif;18;2012;08/12/2012;0;1;0
Martin Häner;23;2012;08/12/2012;1;0;0
Tobias Hauke;24;2012;08/12/2012;1;0;0
Rogier Hofman;25;2012;08/12/2012;0;1;0
Ellen Hoog;26;2012;08/12/2012;1;0;0
Tim Jenniskens;25;2012;08/12/2012;0;1;0
Wouter Jolie;27;2012;08/12/2012;0;1;0
Kelly Jonker;22;2012;08/12/2012;1;0;0
Fergus Kavanagh;27;2012;08/12/2012;0;0;1
Robbert Kemperman;22;2012;08/12/2012;0;1;0
Mark Knowles;27;2012;08/12/2012;0;0;1
Oliver Korn;28;2012;08/12/2012;1;0;0
Kim Lammers;31;2012;08/12/2012;1;0;0
Rosario Luchetti;28;2012;08/12/2012;0;1;0
Sofia Maccari;28;2012;08/12/2012;0;1;0
Hannah Macleod;28;2012;08/12/2012;0;0;1
Emily Maguire;24;2012;08/12/2012;0;0;1
Delfina Merino;22;2012;08/12/2012;0;1;0
Max Müller;25;2012;08/12/2012;1;0;0
María Mutio;27;2012;08/12/2012;0;1;0
Eddie Ockenden;25;2012;08/12/2012;0;0;1
Simon Orchard;26;2012;08/12/2012;0;0;1
Ann Panter;28;2012;08/12/2012;0;0;1
Maartje Paumen;26;2012;08/12/2012;1;0;0
Sophie Polkamp;27;2012;08/12/2012;1;0;0
Jan Philipp Rabente;25;2012;08/12/2012;1;0;0
Carla Rebecchi;27;2012;08/12/2012;0;1;0
Helen Richardson;30;2012;08/12/2012;0;0;1
Ana Rodríguez;31;2012;08/12/2012;0;1;0
Chloe Rogers;27;2012;08/12/2012;0;0;1
Rocio Sánchez;23;2012;08/12/2012;0;1;0
Maru Scarone;25;2012;08/12/2012;0;1;0
Joyce Sombroek;21;2012;08/12/2012;1;0;0
Dani Sruoga;24;2012;08/12/2012;0;1;0
Jose Sruoga;21;2012;08/12/2012;0;1;0
Jaap Stockmann;28;2012;08/12/2012;0;1;0
Beth Storry;34;2012;08/12/2012;0;0;1
Thilo Stralkowski;25;2012;08/12/2012;1;0;0
Matthew Swann;23;2012;08/12/2012;0;0;1
Sarah Thomas;31;2012;08/12/2012;0;0;1
Glenn Turner;28;2012;08/12/2012;0;0;1
Georgie Twigg;21;2012;08/12/2012;0;0;1
Laura Unsworth;24;2012;08/12/2012;0;0;1
Naomi van As;29;2012;08/12/2012;1;0;0
Robert van der Horst;27;2012;08/12/2012;0;1;0
Mink van der Weerden;23;2012;08/12/2012;0;1;0
Margot van Geffen;22;2012;08/12/2012;1;0;0
Caia van Maasakker;23;2012;08/12/2012;1;0;0
Kitty van Male;24;2012;08/12/2012;1;0;0
Valentin Verga;22;2012;08/12/2012;0;1;0
Klaas Vermeulen;24;2012;08/12/2012;0;1;0
Kate Walsh;32;2012;08/12/2012;0;0;1
Sally Walton;31;2012;08/12/2012;0;0;1
Max Weinhold;30;2012;08/12/2012;1;0;0
Lidewij Welten;22;2012;08/12/2012;1;0;0
Christopher Wesley;25;2012;08/12/2012;1;0;0
Roderick Weusthof;30;2012;08/12/2012;0;1;0
Benjamin Weß;27;2012;08/12/2012;1;0;0
Timo Weß;30;2012;08/12/2012;1;0;0
Nicola White;24;2012;08/12/2012;0;0;1
Matthias Witthaus;30;2012;08/12/2012;1;0;0
Christopher Zeller;27;2012;08/12/2012;1;0;0
Philipp Zeller;29;2012;08/12/2012;1;0;0
Des Abbott;21;2008;08/24/2008;0;0;1
Marilyn Agliotti;29;2008;08/24/2008;1;0;0
Magdalena Aicega;34;2008;08/24/2008;0;0;1
David Alegre;23;2008;08/24/2008;0;1;0
Ramón Alegre;27;2008;08/24/2008;0;1;0
Pol Amat;30;2008;08/24/2008;0;1;0
Eduard Arbós;25;2008;08/24/2008;0;1;0
Lucha Aymar;31;2008;08/24/2008;0;0;1
Noel Barrionuevo;24;2008;08/24/2008;0;0;1
Sebastian Biederlack;26;2008;08/24/2008;1;0;0
Minke Booij;31;2008;08/24/2008;1;0;0
Travis Brooks;28;2008;08/24/2008;0;0;1
Kiel Brown;24;2008;08/24/2008;0;0;1
Claudia Burkart;28;2008;08/24/2008;0;0;1
Chen Qiuqi;28;2008;08/24/2008;0;1;0
Chen Zhaoxia;33;2008;08/24/2008;0;1;0
Cheng Hui;35;2008;08/24/2008;0;1;0
Quico Cortés;25;2008;08/24/2008;0;1;0
Eva de Goede;19;2008;08/24/2008;1;0;0
Lisanne de Roever;29;2008;08/24/2008;1;0;0
Liam De Young;26;2008;08/24/2008;0;0;1
Wieke Dijkstra;24;2008;08/24/2008;1;0;0
Luke Doerner;28;2008;08/24/2008;0;0;1
Jamie Dwyer;29;2008;08/24/2008;0;0;1
Sergi Enrique;20;2008;08/24/2008;0;1;0
Alex Fábregas;27;2008;08/24/2008;0;1;0
Kiko Fábregas;30;2008;08/24/2008;0;1;0
Juan Fernández;23;2008;08/24/2008;0;1;0
Santi Freixa;25;2008;08/24/2008;0;1;0
Fu Baorong;30;2008;08/24/2008;0;1;0
Moritz Fürste;23;2008;08/24/2008;1;0;0
Gao Lihua;28;2008;08/24/2008;0;1;0
Sole García;27;2008;08/24/2008;0;0;1
Rodrigo Garza;28;2008;08/24/2008;0;1;0
Bevan George;31;2008;08/24/2008;0;0;1
Maartje Goderie;24;2008;08/24/2008;1;0;0
Mariana González;32;2008;08/24/2008;0;0;1
David Guest;26;2008;08/24/2008;0;0;1
Alejandra Gulla;31;2008;08/24/2008;0;0;1
Rob Hammond;27;2008;08/24/2008;0;0;1
Tobias Hauke;20;2008;08/24/2008;1;0;0
Maripi Hernández;31;2008;08/24/2008;0;0;1
Ellen Hoog;22;2008;08/24/2008;1;0;0
Huang Junxia;32;2008;08/24/2008;0;1;0
Gisi Kañevsky;23;2008;08/24/2008;0;0;1
Fergus Kavanagh;23;2008;08/24/2008;0;0;1
Florian Keller;26;2008;08/24/2008;1;0;0
Mark Knowles;23;2008;08/24/2008;0;0;1
Oliver Korn;24;2008;08/24/2008;1;0;0
Stephen Lambert;28;2008;08/24/2008;0;0;1
Li Hongxia;21;2008;08/24/2008;0;1;0
Li Shuang;30;2008;08/24/2008;0;1;0
Rosario Luchetti;24;2008;08/24/2008;0;0;1
Ma Yibo;28;2008;08/24/2008;0;1;0
Mechi Margalot;33;2008;08/24/2008;0;0;1
Eli Matheson;25;2008;08/24/2008;0;0;1
Niklas Meinert;27;2008;08/24/2008;1;0;0
Jan-Marco Montag;24;2008;08/24/2008;1;0;0
Fátima Moreira de Melo;30;2008;08/24/2008;1;0;0
Eefke Mulder;30;2008;08/24/2008;1;0;0
Max Müller;21;2008;08/24/2008;1;0;0
Carlos Nevado;25;2008;08/24/2008;1;0;0
Eddie Ockenden;21;2008;08/24/2008;0;0;1
Roc Oliva;19;2008;08/24/2008;0;1;0
Pan Fengzhen;23;2008;08/24/2008;0;1;0
Maartje Paumen;22;2008;08/24/2008;1;0;0
Sophie Polkamp;24;2008;08/24/2008;1;0;0
Carla Rebecchi;23;2008;08/24/2008;0;0;1
Ren Ye;22;2008;08/24/2008;0;1;0
Xavier Ribas;32;2008;08/24/2008;0;1;0
Mariana Rossi;29;2008;08/24/2008;0;0;1
Mariné Russo;28;2008;08/24/2008;0;0;1
Albert Sala;27;2008;08/24/2008;0;1;0
Janneke Schopman;31;2008;08/24/2008;1;0;0
Grant Schubert;28;2008;08/24/2008;0;0;1
Minke Smabers;29;2008;08/24/2008;1;0;0
Andrew Smith;29;2008;08/24/2008;0;0;1
Víctor Sojo;24;2008;08/24/2008;0;1;0
Song Qingling;22;2008;08/24/2008;0;1;0
Belén Succi;22;2008;08/24/2008;0;0;1
Tang Chunling;32;2008;08/24/2008;0;1;0
Eddie Tubau;27;2008;08/24/2008;0;1;0
Naomi van As;25;2008;08/24/2008;1;0;0
Miek van Geenhuizen;26;2008;08/24/2008;1;0;0
Paola Vukojicic;33;2008;08/24/2008;0;0;1
Max Weinhold;26;2008;08/24/2008;1;0;0
Tibor Weißenborn;27;2008;08/24/2008;1;0;0
Matt Wells;30;2008;08/24/2008;0;0;1
Lidewij Welten;18;2008;08/24/2008;1;0;0
Benjamin Weß;23;2008;08/24/2008;1;0;0
Timo Weß;26;2008;08/24/2008;1;0;0
Philip Witte;24;2008;08/24/2008;1;0;0
Matthias Witthaus;26;2008;08/24/2008;1;0;0
Christopher Zeller;23;2008;08/24/2008;1;0;0
Philipp Zeller;25;2008;08/24/2008;1;0;0
Zhang Yimeng;24;2008;08/24/2008;0;1;0
Zhao Yudiao;19;2008;08/24/2008;0;1;0
Zhou Wanfeng;28;2008;08/24/2008;0;1;0
Magdalena Aicega;30;2004;08/29/2004;0;0;1
Mariela Antoniska;29;2004;08/29/2004;0;0;1
Clemens Arnold;25;2004;08/29/2004;0;0;1
Inés Arrondo;26;2004;08/29/2004;0;0;1
Lucha Aymar;27;2004;08/29/2004;0;0;1
Tina Bachmann;26;2004;08/29/2004;1;0;0
Christoph Bechmann;32;2004;08/29/2004;0;0;1
Sebastian Biederlack;22;2004;08/29/2004;0;0;1
Minke Booij;27;2004;08/29/2004;0;1;0
Ageeth Boomgaardt;31;2004;08/29/2004;0;1;0
Michael Brennan;28;2004;08/29/2004;1;0;0
Travis Brooks;24;2004;08/29/2004;1;0;0
Matthijs Brouwer;24;2004;08/29/2004;0;1;0
Ronald Brouwer;25;2004;08/29/2004;0;1;0
Claudia Burkart;24;2004;08/29/2004;0;0;1
Dean Butler;27;2004;08/29/2004;1;0;0
Caroline Casaretto;26;2004;08/29/2004;1;0;0
Philipp Crone;27;2004;08/29/2004;0;0;1
Chantal de Bruijn;28;2004;08/29/2004;0;1;0
Teun de Nooijer;28;2004;08/29/2004;0;1;0
Lisanne de Roever;25;2004;08/29/2004;0;1;0
Liam De Young;22;2004;08/29/2004;1;0;0
Jeroen Delmeé;31;2004;08/29/2004;0;1;0
Geert-Jan Derikx;23;2004;08/29/2004;0;1;0
Rob Derikx;21;2004;08/29/2004;0;1;0
Marina Di Giacomo;28;2004;08/29/2004;0;0;1
Mijntje Donners;30;2004;08/29/2004;0;1;0
Eike Duckwitz;24;2004;08/29/2004;0;0;1
Jamie Dwyer;25;2004;08/29/2004;1;0;0
Nathan Eglington;23;2004;08/29/2004;1;0;0
Marten Eikelboom;30;2004;08/29/2004;0;1;0
Christoph Eimer;27;2004;08/29/2004;0;0;1
Troy Elder;26;2004;08/29/2004;1;0;0
Björn Emmerling;28;2004;08/29/2004;0;0;1
Nadine Ernsting-Krienke;30;2004;08/29/2004;1;0;0
Floris Evers;21;2004;08/29/2004;0;1;0
Sole García;23;2004;08/29/2004;0;0;1
Bevan George;27;2004;08/29/2004;1;0;0
Mariana González;28;2004;08/29/2004;0;0;1
Franziska Gude;28;2004;08/29/2004;1;0;0
Alejandra Gulla;27;2004;08/29/2004;0;0;1
Mandy Haase;22;2004;08/29/2004;1;0;0
Rob Hammond;23;2004;08/29/2004;1;0;0
Maripi Hernández;27;2004;08/29/2004;0;0;1
Mark Hickman;30;2004;08/29/2004;1;0;0
Erik Jazet;33;2004;08/29/2004;0;1;0
Sylvia Karres;27;2004;08/29/2004;0;1;0
Natascha Keller;27;2004;08/29/2004;1;0;0
Karel Klaver;25;2004;08/29/2004;0;1;0
Denise Klecker;32;2004;08/29/2004;1;0;0
Mark Knowles;19;2004;08/29/2004;1;0;0
Anke Kühn;23;2004;08/29/2004;1;0;0
Florian Kunz;32;2004;08/29/2004;0;0;1
Badri Latif;27;2004;08/29/2004;1;0;0
Heike Lätzsch;30;2004;08/29/2004;1;0;0
Sonja Lehmann;24;2004;08/29/2004;1;0;0
Brent Livermore;28;2004;08/29/2004;1;0;0
Jesse Mahieu;26;2004;08/29/2004;0;1;0
Mechi Margalot;29;2004;08/29/2004;0;0;1
Michael McCann;26;2004;08/29/2004;1;0;0
Björn Michel;29;2004;08/29/2004;0;0;1
Fátima Moreira de Melo;26;2004;08/29/2004;0;1;0
Stephen Mowlam;27;2004;08/29/2004;1;0;0
Eefke Mulder;26;2004;08/29/2004;0;1;0
Silke Müller;25;2004;08/29/2004;1;0;0
Vanina Oneto;31;2004;08/29/2004;0;0;1
Rob Reckers;22;2004;08/29/2004;0;1;0
Sascha Reinelt;31;2004;08/29/2004;0;0;1
Fanny Rinne;24;2004;08/29/2004;1;0;0
Marion Rodewald;27;2004;08/29/2004;1;0;0
Ceci Rognoni;27;2004;08/29/2004;0;0;1
Mariné Russo;24;2004;08/29/2004;0;0;1
Justus Scharowsky;24;2004;08/29/2004;0;0;1
Maartje Scheepstra;24;2004;08/29/2004;0;1;0
Janneke Schopman;27;2004;08/29/2004;0;1;0
Grant Schubert;24;2004;08/29/2004;1;0;0
Christian Schulte;28;2004;08/29/2004;0;0;1
Clarinda Sinnige;31;2004;08/29/2004;0;1;0
Minke Smabers;25;2004;08/29/2004;0;1;0
Jiske Snoeks;26;2004;08/29/2004;0;1;0
Ayelén Stepnik;28;2004;08/29/2004;0;0;1
Taeke Taekema;24;2004;08/29/2004;0;1;0
Macha van der Vaart;32;2004;08/29/2004;0;1;0
Sander van der Weide;28;2004;08/29/2004;0;1;0
Miek van Geenhuizen;22;2004;08/29/2004;0;1;0
Lieve van Kessel;26;2004;08/29/2004;0;1;0
Klaas Veering;22;2004;08/29/2004;0;1;0
Guus Vogels;29;2004;08/29/2004;0;1;0
Paola Vukojicic;29;2004;08/29/2004;0;0;1
Louisa Walter;25;2004;08/29/2004;1;0;0
Tibor Weißenborn;23;2004;08/29/2004;0;0;1
Matt Wells;26;2004;08/29/2004;1;0;0
Timo Weß;22;2004;08/29/2004;0;0;1
Matthias Witthaus;22;2004;08/29/2004;0;0;1
Christopher Zeller;19;2004;08/29/2004;0;0;1
Julia Zwehl;28;2004;08/29/2004;1;0;0
Magdalena Aicega;26;2000;10/01/2000;0;1;0
Katie Allen;26;2000;10/01/2000;1;0;0
Alyson Annan;27;2000;10/01/2000;1;0;0
Mariela Antoniska;25;2000;10/01/2000;0;1;0
Inés Arrondo;22;2000;10/01/2000;0;1;0
Lucha Aymar;23;2000;10/01/2000;0;1;0
Minke Booij;23;2000;10/01/2000;0;0;1
Ageeth Boomgaardt;27;2000;10/01/2000;0;0;1
Michael Brennan;24;2000;10/01/2000;0;0;1
Jacques Brinkman;34;2000;10/01/2000;1;0;0
Jaap-Derk Buma;28;2000;10/01/2000;1;0;0
Adam Commens;24;2000;10/01/2000;0;0;1
Stephen Davies;31;2000;10/01/2000;0;0;1
Teun de Nooijer;24;2000;10/01/2000;1;0;0
Julie Deiters;25;2000;10/01/2000;0;0;1
Jeroen Delmeé;27;2000;10/01/2000;1;0;0
Damon Diletti;29;2000;10/01/2000;0;0;1
Mijntje Donners;26;2000;10/01/2000;0;0;1
Lachlan Dreher;33;2000;10/01/2000;0;0;1
Jason Duff;27;2000;10/01/2000;0;0;1
Marten Eikelboom;26;2000;10/01/2000;1;0;0
Troy Elder;22;2000;10/01/2000;0;0;1
Jimmy Elmer;29;2000;10/01/2000;0;0;1
Renita Farrell-Garard;28;2000;10/01/2000;1;0;0
María Paz Ferrari;27;2000;10/01/2000;0;1;0
Anabel Gambero;28;2000;10/01/2000;0;1;0
Gang Geon-Uk;29;2000;10/01/2000;0;1;0
Sole García;19;2000;10/01/2000;0;1;0
Paul Gaudoin;25;2000;10/01/2000;0;0;1
Piet-Hein Geeris;28;2000;10/01/2000;1;0;0
Han Hyeong-Bae;24;2000;10/01/2000;0;1;0
Juliet Haslam;31;2000;10/01/2000;1;0;0
Rechelle Hawkes;33;2000;10/01/2000;1;0;0
Maripi Hernández;23;2000;10/01/2000;0;1;0
Stephen Holt;26;2000;10/01/2000;0;0;1
Nikki Hudson;24;2000;10/01/2000;1;0;0
Hwang Jong-Hyeon;25;2000;10/01/2000;0;1;0
Im Jeong-U;22;2000;10/01/2000;0;1;0
Im Jong-Cheon;22;2000;10/01/2000;0;1;0
Rachel Imison;21;2000;10/01/2000;1;0;0
Ronald Jansen;36;2000;10/01/2000;1;0;0
Erik Jazet;29;2000;10/01/2000;1;0;0
Jeon Jong-Gwon;21;2000;10/01/2000;0;1;0
Jeon Jong-Ha;27;2000;10/01/2000;0;1;0
Ji Seong-Hwan;26;2000;10/01/2000;0;1;0
Kim Cheong-Hwan;29;2000;10/01/2000;0;1;0
Kim Gyeong-Seok;28;2000;10/01/2000;0;1;0
Kim Jeong-Cheol;23;2000;10/01/2000;0;1;0
Kim Yong-Bae;26;2000;10/01/2000;0;1;0
Kim Yun;26;2000;10/01/2000;0;1;0
Brent Livermore;24;2000;10/01/2000;0;0;1
Bram Lomans;25;2000;10/01/2000;1;0;0
Clover Maitland;28;2000;10/01/2000;1;0;0
Laura Maiztegui;21;2000;10/01/2000;0;1;0
Mechi Margalot;25;2000;10/01/2000;0;1;0
